Period,Position,Seniority,Global_exp,Local_exp,Salary
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,700
2021_H2,"Analyst (Business, Data, System)",Senior,7 років,,3800
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1200
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,1980
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,2900
2021_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3000
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,2500
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2850
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2300
2021_H2,"Analyst (Business, Data, System)",Lead,8 років,,4200
2021_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1000
2021_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,,740
2021_H2,"Analyst (Business, Data, System)",Senior,7 років,,5500
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,3000
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,8500
2021_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1500
2021_H2,"Analyst (Business, Data, System)",Junior,Пів року,,1000
2021_H2,"Analyst (Business, Data, System)",Lead,9 років,,4500
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2500
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1850
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,3200
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1200
2021_H2,"Analyst (Business, Data, System)",Junior,Пів року,,2100
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2500
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,4000
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,2500
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,3000
2021_H2,"Analyst (Business, Data, System)",Junior,Пів року,,700
2021_H2,"Analyst (Business, Data, System)",Senior,7 років,,1200
2021_H2,"Analyst (Business, Data, System)",Senior,6 років,,3200
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1100
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,4000
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,3500
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,1600
2021_H2,"Analyst (Business, Data, System)",Senior,6 років,,4900
2021_H2,"Analyst (Business, Data, System)",Lead,9 років,,1700
2021_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3150
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,2000
2021_H2,"Analyst (Business, Data, System)",Junior,Пів року,,900
2021_H2,"Analyst (Business, Data, System)",Lead,9 років,,6100
2021_H2,"Analyst (Business, Data, System)",Middle,4 роки,,1000
2021_H2,"Analyst (Business, Data, System)",Junior,1 рік,,700
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,4500
2021_H2,"Analyst (Business, Data, System)",Senior,6 років,,1500
2021_H2,"Analyst (Business, Data, System)",Middle,4 роки,,1400
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2400
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2400
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,4700
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,3200
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,4500
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,738
2021_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3000
2021_H2,"Analyst (Business, Data, System)",Middle,4 роки,,1700
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,3000
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,1800
2021_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1000
2021_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1000
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1000
2021_H2,"Analyst (Business, Data, System)",Junior,1 рік,,2000
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,5500
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,4800
2021_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,1000
2021_H2,"Analyst (Business, Data, System)",Lead,8 років,,6000
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,2500
2021_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,1500
2021_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3000
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,1500
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,3500
2021_H2,"Analyst (Business, Data, System)",Junior,1 рік,,550
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,1500
2021_H2,"Analyst (Business, Data, System)",Middle,4 роки,,4500
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,4000
2021_H2,"Analyst (Business, Data, System)",Senior,7 років,,1400
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,1400
2021_H2,"Analyst (Business, Data, System)",Lead,8 років,,2300
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,555
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,3000
2021_H2,"Analyst (Business, Data, System)",Senior,6 років,,1600
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2200
2021_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1370
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,4300
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,900
2021_H2,"Analyst (Business, Data, System)",Lead,8 років,,3500
2021_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,2500
2021_H2,"Analyst (Business, Data, System)",Senior,7 років,,3260
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,2000
2021_H2,"Analyst (Business, Data, System)",Senior,6 років,,3200
2021_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1300
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,3500
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,4000
2021_H2,"Analyst (Business, Data, System)",Junior,Пів року,,775
2021_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,1500
2021_H2,"Analyst (Business, Data, System)",Middle,4 роки,,1360
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,2200
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2500
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2000
2021_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,,470
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2000
2021_H2,"Analyst (Business, Data, System)",Senior,6 років,,2600
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1200
2021_H2,"Analyst (Business, Data, System)",Junior,1 рік,,2300
2021_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3000
2021_H2,"Analyst (Business, Data, System)",Lead,9 років,,4500
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,2500
2021_H2,"Analyst (Business, Data, System)",Senior,6 років,,4500
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2700
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1800
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,2000
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1900
2021_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,2185
2021_H2,"Analyst (Business, Data, System)",Middle,5 років,,4500
2021_H2,"Analyst (Business, Data, System)",Lead,10 і більше років,,3500
2021_H2,"Analyst (Business, Data, System)",Junior,Пів року,,1050
2021_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2000
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1850
2021_H2,"Analyst (Business, Data, System)",Lead,8 років,,6000
2021_H2,"Analyst (Business, Data, System)",Lead,8 років,,2000
2021_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,1420
2021_H2,"Analyst (Business, Data, System)",Senior,7 років,,3500
2021_H2,"Analyst (Business, Data, System)",Lead,9 років,,4300
2021_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2700
2022_H1,Business Analyst,Lead,10+ років,,4750
2022_H1,Business Analyst,Junior,1-3 роки,,2250
2022_H1,Business Analyst,Lead,15  і більше років,,4250
2022_H1,Business Analyst,Middle,4-6 років,,2750
2022_H1,Business Analyst,Lead,15  і більше років,,2750
2022_H1,Business Analyst,Middle,4-6 років,,2250
2022_H1,Business Analyst,Junior,1-3 роки,,3750
2022_H1,Business Analyst,Lead,10+ років,,3250
2022_H1,Business Analyst,Junior,1-3 роки,,750
2022_H1,Business Analyst,Junior,1-3 роки,,3250
2022_H1,Business Analyst,Junior,1-3 роки,,1750
2022_H1,Business Analyst,Junior,1-3 роки,,2750
2022_H1,Business Analyst,Middle,4-6 років,,3250
2022_H1,Business Analyst,Lead,10+ років,,3750
2022_H1,Business Analyst,Middle,4-6 років,,3750
2022_H1,Business Analyst,Senior,7-10 років,,750
2022_H1,Business Analyst,Middle,4-6 років,,4750
2022_H1,Business Analyst,Junior,До року,,1250
2022_H1,Business Analyst,Junior,1-3 роки,,1250
2022_H1,Business Analyst,Junior,До року,,1750
2022_H1,Business Analyst,Junior,До року,,250
2022_H1,Business Analyst,Senior,7-10 років,,6250
2022_H1,Business Analyst,Senior,7-10 років,,5250
2022_H1,Business Analyst,Middle,4-6 років,,4250
2022_H1,Business Analyst,Senior,7-10 років,,4750
2022_H1,Business Analyst,Senior,7-10 років,,3750
2022_H1,Business Analyst,Senior,7-10 років,,3250
2022_H1,Business Analyst,Senior,7-10 років,,2750
2022_H1,Business Analyst,Senior,7-10 років,,250
2022_H1,Business Analyst,Middle,4-6 років,,5250
2022_H1,Business Analyst,Middle,4-6 років,,750
2022_H1,Business Analyst,Senior,7-10 років,,4250
2022_H1,Business Analyst,Junior,До року,,750
2022_H1,Business Analyst,Middle,4-6 років,,6250
2022_H1,Business Analyst,Senior,7-10 років,,4750
2022_H1,Business Analyst,Junior,1-3 роки,,750
2022_H1,Business Analyst,Junior,1-3 роки,,2250
2022_H1,Business Analyst,Junior,1-3 роки,,1250
2022_H1,Business Analyst,Junior,До року,,2250
2022_H1,Business Analyst,Senior,7-10 років,,5250
2022_H1,Business Analyst,Middle,4-6 років,,4750
2022_H1,Business Analyst,Middle,4-6 років,,1750
2022_H1,Business Analyst,Middle,4-6 років,,2250
2022_H1,Business Analyst,Junior,1-3 роки,,3250
2022_H1,Business Analyst,Junior,1-3 роки,,2750
2022_H1,Business Analyst,Junior,1-3 роки,,2250
2022_H1,Business Analyst,Junior,1-3 роки,,1750
2022_H1,Business Analyst,Junior,До року,,750
2022_H1,Business Analyst,Junior,1-3 роки,,1250
2022_H1,Business Analyst,Junior,1-3 роки,,3750
2022_H1,Business Analyst,Middle,4-6 років,,2250
2022_H1,Business Analyst,Middle,4-6 років,,2750
2022_H1,Business Analyst,Middle,4-6 років,,3250
2022_H1,Business Analyst,Middle,4-6 років,,4750
2022_H1,Business Analyst,Middle,4-6 років,,3750
2022_H1,Business Analyst,Lead,10+ років,,4250
2022_H1,Business Analyst,Junior,1-3 роки,,750
2022_H1,Business Analyst,Junior,1-3 роки,,2750
2022_H1,Business Analyst,Junior,1-3 роки,,2250
2022_H1,Business Analyst,Junior,1-3 роки,,1750
2022_H1,Business Analyst,Junior,1-3 роки,,1250
2022_H1,Business Analyst,Junior,1-3 роки,,250
2022_H1,Business Analyst,Junior,До року,,2250
2022_H1,Business Analyst,Senior,7-10 років,,4750
2022_H1,Business Analyst,Senior,7-10 років,,3250
2022_H1,Business Analyst,Senior,7-10 років,,2250
2022_H1,Business Analyst,Middle,4-6 років,,4750
2022_H1,Business Analyst,Middle,4-6 років,,4250
2022_H1,Business Analyst,Junior,До року,,1250
2022_H1,Business Analyst,Junior,1-3 роки,,250
2022_H1,Business Analyst,Senior,7-10 років,,750
2022_H1,Business Analyst,Junior,1-3 роки,,1750
2022_H1,Business Analyst,Senior,7-10 років,,5750
2022_H1,Business Analyst,Senior,7-10 років,,5250
2022_H1,Business Analyst,Senior,7-10 років,,4750
2022_H1,Business Analyst,Senior,7-10 років,,3750
2022_H1,Business Analyst,Senior,7-10 років,,3250
2022_H1,Business Analyst,Middle,4-6 років,,750
2022_H1,Business Analyst,Senior,7-10 років,,6250
2022_H1,Business Analyst,Middle,4-6 років,,4750
2022_H1,Business Analyst,Middle,4-6 років,,3750
2022_H1,Business Analyst,Middle,4-6 років,,3250
2022_H1,Business Analyst,Middle,4-6 років,,2750
2022_H1,Business Analyst,Middle,4-6 років,,2250
2022_H1,Business Analyst,Middle,4-6 років,,1750
2022_H1,Business Analyst,Lead,15  і більше років,,3250
2022_H1,Business Analyst,Middle,4-6 років,,4250
2022_H1,Business Analyst,Lead,10+ років,,6250
2022_H1,Business Analyst,Senior,7-10 років,,6600
2022_H1,Business Analyst,Junior,До року,,1250
2022_H1,Business Analyst,Junior,1-3 роки,,1250
2022_H1,Business Analyst,Senior,7-10 років,,4250
2022_H1,Business Analyst,Middle,4-6 років,,2250
2022_H1,Business Analyst,Junior,1-3 роки,,750
2022_H1,Business Analyst,Junior,1-3 роки,,2750
2022_H1,Business Analyst,Junior,1-3 роки,,2250
2022_H1,Business Analyst,Junior,До року,,250
2022_H1,Business Analyst,Junior,1-3 роки,,1750
2022_H1,Business Analyst,Senior,7-10 років,,3750
2022_H1,Business Analyst,Middle,4-6 років,,4250
2022_H1,Business Analyst,Junior,1-3 роки,,3750
2022_H1,Business Analyst,Junior,1-3 роки,,3250
2022_H1,Business Analyst,Junior,1-3 роки,,1250
2022_H1,Business Analyst,Junior,До року,,750
2022_H1,Business Analyst,Junior,1-3 роки,,1250
2022_H1,Business Analyst,Lead,10+ років,,2250
2022_H1,Business Analyst,Junior,До року,,2250
2022_H1,Business Analyst,Junior,1-3 роки,,4250
2022_H1,Business Analyst,Middle,4-6 років,,2250
2022_H1,Business Analyst,Middle,4-6 років,,1750
2022_H1,Business Analyst,Middle,4-6 років,,1250
2022_H1,Business Analyst,Lead,15  і більше років,,4750
2022_H1,Business Analyst,Lead,15  і більше років,,3750
2022_H1,Business Analyst,Lead,10+ років,,5750
2022_H1,Business Analyst,Middle,4-6 років,,2750
2022_H1,Business Analyst,Lead,10+ років,,750
2022_H1,Business Analyst,Junior,1-3 роки,,750
2022_H1,Business Analyst,Junior,1-3 роки,,4250
2022_H1,Business Analyst,Junior,1-3 роки,,3250
2022_H1,Business Analyst,Junior,1-3 роки,,2750
2022_H1,Business Analyst,Junior,1-3 роки,,750
2022_H1,Business Analyst,Junior,1-3 роки,,2250
2022_H1,Business Analyst,Lead,10+ років,,3750
2022_H1,Business Analyst,Middle,4-6 років,,3250
2022_H1,Business Analyst,Lead,10+ років,,5250
2022_H1,Business Analyst,Middle,4-6 років,,4250
2022_H1,Business Analyst,Junior,1-3 роки,,2750
2022_H1,Business Analyst,Middle,4-6 років,,3750
2022_H1,Business Analyst,Junior,1-3 роки,,2250
2022_H1,Business Analyst,Junior,1-3 роки,,1750
2022_H1,Business Analyst,Junior,1-3 роки,,1250
2022_H1,Business Analyst,Junior,1-3 роки,,3250
2022_H1,Business Analyst,Junior,До року,,1250
2022_H1,Business Analyst,Senior,7-10 років,,4750
2022_H1,Business Analyst,Junior,До року,,1750
2022_H1,Business Analyst,Senior,7-10 років,,4250
2022_H1,Business Analyst,Senior,7-10 років,,3750
2022_H1,Business Analyst,Senior,7-10 років,,3250
2022_H1,Business Analyst,Senior,7-10 років,,2750
2022_H1,Business Analyst,Senior,7-10 років,,2250
2022_H1,Business Analyst,Middle,4-6 років,,4750
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1150
2022_H2,"Analyst (Business, Data, System)",Senior,7 років,,3300
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,1200
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1800
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,3750
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,2000
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,6000
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,1100
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2100
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,1700
2022_H2,"Analyst (Business, Data, System)",Lead,15 і більше років,,4000
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1150
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2400
2022_H2,"Analyst (Business, Data, System)",Senior,6 років,,4100
2022_H2,"Analyst (Business, Data, System)",Lead,14 років,,1500
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3300
2022_H2,"Analyst (Business, Data, System)",Lead,10 років,,2500
2022_H2,"Analyst (Business, Data, System)",Junior,Пів року,,468
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,810
2022_H2,"Analyst (Business, Data, System)",Junior,Пів року,,400
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1200
2022_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,,650
2022_H2,"Analyst (Business, Data, System)",Senior,6 років,,4000
2022_H2,"Analyst (Business, Data, System)",Senior,6 років,,4600
2022_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,,600
2022_H2,"Analyst (Business, Data, System)",Senior,7 років,,1300
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,650
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,800
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1700
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,500
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2750
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,1800
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3000
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2000
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1550
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2220
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,4800
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1160
2022_H2,"Analyst (Business, Data, System)",Lead,10 років,,5200
2022_H2,"Analyst (Business, Data, System)",Junior,Пів року,,700
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2400
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3800
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,4500
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,800
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,880
2022_H2,"Analyst (Business, Data, System)",Junior,3 місяці,,325
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,1513
2022_H2,"Analyst (Business, Data, System)",Junior,Пів року,,750
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,550
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,1268
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1250
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1800
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,2700
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2000
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,2850
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1750
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3000
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1063
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2350
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1800
2022_H2,"Analyst (Business, Data, System)",Junior,3 місяці,,700
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1475
2022_H2,"Analyst (Business, Data, System)",Lead,10 років,,3000
2022_H2,"Analyst (Business, Data, System)",Lead,15 і більше років,,2500
2022_H2,"Analyst (Business, Data, System)",Lead,10 років,,4700
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2150
2022_H2,"Analyst (Business, Data, System)",Lead,8 років,,2000
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,2900
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2000
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,1250
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,3000
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2000
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1300
2022_H2,"Analyst (Business, Data, System)",Junior,Пів року,,600
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,3000
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,2070
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,2200
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3000
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,2200
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,2400
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,680
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,4000
2022_H2,"Analyst (Business, Data, System)",Junior,Пів року,,450
2022_H2,"Analyst (Business, Data, System)",Lead,12 років,,2000
2022_H2,"Analyst (Business, Data, System)",Junior,Менше як 3 місяці,,400
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,3250
2022_H2,"Analyst (Business, Data, System)",Junior,3 місяці,,900
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1870
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,900
2022_H2,"Analyst (Business, Data, System)",Lead,10 років,,4800
2022_H2,"Analyst (Business, Data, System)",Lead,8 років,,6500
2022_H2,"Analyst (Business, Data, System)",Lead,10 років,,3800
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,800
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,400
2022_H2,"Analyst (Business, Data, System)",Senior,6 років,,1600
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3050
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1200
2022_H2,"Analyst (Business, Data, System)",Senior,6 років,,3500
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1500
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2700
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,900
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3000
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,1400
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1200
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1100
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,2800
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2111
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1400
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,700
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,4500
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,2500
2022_H2,"Analyst (Business, Data, System)",Junior,3 місяці,,460
2022_H2,"Analyst (Business, Data, System)",Lead,10 років,,5000
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,950
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1500
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1500
2022_H2,"Analyst (Business, Data, System)",Senior,6 років,,1800
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1200
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1900
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1400
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,3100
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2800
2022_H2,"Analyst (Business, Data, System)",Lead,15 і більше років,,2200
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2430
2022_H2,"Analyst (Business, Data, System)",Senior,6 років,,4500
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,3500
2022_H2,"Analyst (Business, Data, System)",Lead,8 років,,4800
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,850
2022_H2,"Analyst (Business, Data, System)",Senior,6 років,,4000
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,2330
2022_H2,"Analyst (Business, Data, System)",Lead,13 років,,4000
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,3000
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,2000
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,500
2022_H2,"Analyst (Business, Data, System)",Senior,6 років,,800
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1800
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,600
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,2000
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,2700
2022_H2,"Analyst (Business, Data, System)",Senior,7 років,,2000
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,2600
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,3420
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,2000
2022_H2,"Analyst (Business, Data, System)",Lead,15 і більше років,,2000
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,1130
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,500
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,2400
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,2100
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1000
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,1250
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,5000
2022_H2,"Analyst (Business, Data, System)",Middle,4 роки,,4700
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,5000
2022_H2,"Analyst (Business, Data, System)",Junior,Пів року,,700
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,1500
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,750
2022_H2,"Analyst (Business, Data, System)",Junior,Пів року,,1200
2022_H2,"Analyst (Business, Data, System)",Junior,Пів року,,900
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,2300
2022_H2,"Analyst (Business, Data, System)",Junior,Пів року,,650
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2600
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1500
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1360
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1150
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,1900
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,1155
2022_H2,"Analyst (Business, Data, System)",Middle,3 роки,,2500
2022_H2,"Analyst (Business, Data, System)",Lead,9 років,,4000
2022_H2,"Analyst (Business, Data, System)",Junior,3 місяці,,700
2022_H2,"Analyst (Business, Data, System)",Senior,7 років,,3500
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,1300
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,5000
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,650
2022_H2,"Analyst (Business, Data, System)",Middle,2 роки,,750
2022_H2,"Analyst (Business, Data, System)",Senior,6 років,,5185
2022_H2,"Analyst (Business, Data, System)",Middle,5 років,,3000
2022_H2,"Analyst (Business, Data, System)",Junior,1 рік,,800
2022_H2,"Analyst (Business, Data, System)",Junior,"1,5 року",,1400
2022_H2,"Analyst (Business, Data, System)",Lead,15 і більше років,,2000
