Period,Position,Seniority,Global_exp,Local_exp,Salary,GDP
2023.06,"Analyst (Business, Data, System etc)",Junior,,"0,1",540,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1100,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,6175,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Lead,,12,4200,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,1,700,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,2430,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,1,2000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1700,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,2500,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,2000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,"0,25",690,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Senior,,6,1270,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,5,4000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Senior,,6,600,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,5,4500,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1400,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Lead,,8,4000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,5,3100,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,4,2500,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,4,1770,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Lead,,15,4275,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Senior,,6,6000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1500,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Senior,,6,4900,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Senior,,6,2000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1400,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,4,3300,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,3500,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,1850,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,5,1750,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,1,700,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,"0,5",3550,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,"0,5",780,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,5,2400,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,4,3300,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,2700,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Lead,,15,2000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,4,1200,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,1,1400,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,2400,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,950,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1900,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,"0,5",1100,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Lead,,13,4035,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,2100,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,1,900,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1397,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Senior,,6,2400,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1100,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,4,3000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,1,1100,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Senior,,6,5000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1300,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,1903,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,5,2800,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1200,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,2700,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,1,1900,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,3000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,1500,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,5,3000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,1,600,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,4,4000,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Senior,,6,3100,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,5,3800,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1500,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Lead,,8,4570,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Senior,,7,4050,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,2200,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1100,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1100,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,"0,5",1100,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,1,900,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,2700,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,1,700,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,2500,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,1600,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,2100,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Junior,,1,900,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,2,2150,5069.703125
2023.06,"Analyst (Business, Data, System etc)",Middle,,3,1800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,10.0,3500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1380,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,750,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1070,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,880,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,10.0,5200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1850,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,3500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,325,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,550,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,840,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1450,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2150,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,880,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,15.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,950,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,5300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,1700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2150,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2370,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,3650,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1430,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,1885,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,653,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,11.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3950,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1850,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2250,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1350,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,10.0,1300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1475,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,6500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,537,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,15.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,3500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,750,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,4150,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,950,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1940,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,3150,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1350,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,4360,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,13.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,4300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,13.0,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,12.0,4200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,1420,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,10.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,850,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2730,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,3472,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,2150,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,3500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,12300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2230,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,1920,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,2870,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,970,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,10.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,4200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2145,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,10.0,4650,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,3100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,4500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,15.0,2600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,1600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,950,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,10.0,5600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,15.0,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1250,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,10.0,6000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,15.0,4500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1550,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1950,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2080,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,650,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2450,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1715,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,1400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1146,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,1600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,1050,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,2200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1206,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1350,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2750,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,4200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,5500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,5100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3770,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,750,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,950,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,980,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,2120,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,1680,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,1756,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,5150,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,1300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,11.0,3900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1600,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,1800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,4300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3720,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.0,1000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,1.5,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3750,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2118,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,1800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,10.0,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,3200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1750,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,2500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,1515,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,1832,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2100,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,3300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,3895,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,7.0,6200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,4500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,6200,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,2660,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Senior,,6.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,3.0,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,5.0,2400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,900,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,1850,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,3400,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,3800,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,700,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,10.0,2000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1500,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Lead,,8.0,5000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,970,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.5,788,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Junior,,0.25,300,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,1510,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,4.0,4000,5069.703125
2023.12,"Analyst (Business, Data, System etc)",Middle,,2.0,650,5069.703125
