Period,Position,Seniority,Global_exp,Local_exp,Salary
2020_H1,Data Analyst,,3.0,2.0,2000
2020_H1,Data Analyst,,3.0,2.0,2100
2020_H1,Data Analyst,,3.0,0.5,2200
2020_H1,Data Analyst,,7.0,2.0,2450
2020_H1,System Analyst,,3.0,2.0,2500
2020_H1,Data Analyst,,3.0,3.0,2500
2020_H1,System Analyst,,9.0,4.0,1800
2020_H1,System Analyst,,7.0,0.5,2700
2020_H1,Data Analyst,,4.0,0.5,3000
2020_H1,Data Analyst,,6.0,1.0,3000
2020_H1,Data Analyst,,2.0,0.5,3000
2020_H1,System Analyst,,7.0,0.5,3000
2020_H1,System Analyst,,4.0,1.0,3200
2020_H1,Data Analyst,,3.0,0.25,3200
2020_H1,Data Analyst,,4.0,4.0,3200
2020_H1,Data Analyst,,10.0,6.0,3300
2020_H1,Data Analyst,,5.0,1.0,3500
2020_H1,Data Analyst,,3.0,0.5,3500
2020_H1,Data Analyst,,5.0,5.0,4000
2020_H1,System Analyst,,10.0,0.5,4500
2020_H1,Data Analyst,,1.0,1.0,1200
2020_H1,Data Analyst,,3.0,2.0,2900
2020_H1,Data Analyst,,3.0,3.0,1800
2020_H1,Data Analyst,,4.0,0.5,2800
2020_H1,Data Analyst,,1.0,2.0,1700
2020_H1,System Analyst,,5.0,0.0,1300
2020_H1,System Analyst,,3.0,1.0,1750
2020_H1,Data Analyst,,3.0,2.0,1300
2020_H1,Data Analyst,,2.0,0.5,1300
2020_H1,Data Analyst,,2.0,1.0,1300
2020_H1,System Analyst,,1.0,1.0,1300
2020_H1,Data Analyst,,10.0,10.0,1300
2020_H1,Data Analyst,,3.0,3.0,1300
2020_H1,System Analyst,,0.0,0.0,1300
2020_H1,Data Analyst,,2.0,1.0,1350
2020_H1,System Analyst,,5.0,3.0,1400
2020_H1,System Analyst,,9.0,3.0,1400
2020_H1,System Analyst,,5.0,1.0,1400
2020_H1,Data Analyst,,2.0,2.0,1400
2020_H1,Data Analyst,,3.0,1.0,1300
2020_H1,System Analyst,,2.0,1.0,1408
2020_H1,Data Analyst,,4.0,1.0,1700
2020_H1,Data Analyst,,3.0,1.0,1700
2020_H1,Data Analyst,,6.0,0.5,1700
2020_H1,Data Analyst,,2.0,2.0,1600
2020_H1,System Analyst,,1.0,0.25,1500
2020_H1,Data Analyst,,4.0,3.0,1500
2020_H1,Data Analyst,,2.0,0.5,1500
2020_H1,System Analyst,,6.0,6.0,1500
2020_H1,Data Analyst,,6.0,0.5,1500
2020_H1,Data Analyst,,2.0,2.0,1500
2020_H1,System Analyst,,2.0,1.0,1500
2020_H1,System Analyst,,2.0,1.0,1500
2020_H1,Data Analyst,,3.0,2.0,1500
2022_H1,Data Analyst,,7-10 років,,2500 - 3000
2022_H1,Data Analyst,,7-10 років,,1500 - 2000
2022_H1,Business Analyst,,7-10 років,,2500 - 3000
2022_H1,Data Analyst,,7-10 років,,2000 - 2500
2022_H1,Business Analyst,,7-10 років,,2000 - 2500
2022_H1,Data Analyst,,4-6 років,,5000 - 5500
2022_H1,Product Analyst,,4-6 років,,3500 - 4000
2022_H1,Business Analyst,,4-6 років,,4500 - 5000
2022_H1,Data Analyst,,4-6 років,,4000 - 4500
2022_H1,Business Analyst,,4-6 років,,4000 - 4500
2022_H1,Business Analyst,,4-6 років,,3500 - 4000
2022_H1,Data Analyst,,4-6 років,,3500 - 4000
2022_H1,BI Analyst,,7-10 років,,3000 - 3500
2022_H1,System Analyst,,4-6 років,,500 - 1000
2022_H1,Business Analyst,,7-10 років,,3000 - 3500
2022_H1,Business Analyst,,До року,,1500 - 2000
2022_H1,Business Analyst,,7-10 років,,3500 - 4000
2022_H1,BI Analyst,,4-6 років,,3500 - 4000
2022_H1,Data Analyst,,До року,,3500 - 4000
2022_H1,Data Analyst,,До року,,1500 - 2000
2022_H1,Data Analyst,,До року,,1000 - 1500
2022_H1,Business Analyst,,До року,,1000 - 1500
2022_H1,BI Analyst,,До року,,1000 - 1500
2022_H1,System Analyst,,7-10 років,,3000 - 3500
2022_H1,Product Analyst,,7-10 років,,6500 +
2022_H1,Product Analyst,,7-10 років,,5000 - 5500
2022_H1,Business Analyst,,7-10 років,,500 - 1000
2022_H1,Business Analyst,,7-10 років,,4500 - 5000
2022_H1,Business Analyst,,7-10 років,,4000 - 4500
2022_H1,BI Analyst,,7-10 років,,4000 - 4500
2022_H1,Data Analyst,,7-10 років,,3500 - 4000
2022_H1,Product Analyst,,7-10 років,,5500 - 6000
2022_H1,Data Analyst,,4-6 років,,3000 - 3500
2022_H1,Business Analyst,,1-3 роки,,2500 - 3000
2022_H1,Data Analyst,,4-6 років,,2500 - 3000
2022_H1,System Analyst,,1-3 роки,,500 - 1000
2022_H1,Data Analyst,,1-3 роки,,500 - 1000
2022_H1,Business Analyst,,1-3 роки,,500 - 1000
2022_H1,BI Analyst,,1-3 роки,,500 - 1000
2022_H1,Product Analyst,,1-3 роки,,4000 - 4500
2022_H1,Business Analyst,,1-3 роки,,4000 - 4500
2022_H1,Business Analyst,,10+ років,,3500 - 4000
2022_H1,Data Analyst,,1-3 роки,,3000 - 3500
2022_H1,Data Analyst,,1-3 роки,,2500 - 3000
2022_H1,Data Analyst,,До року,,500 - 1000
2022_H1,System Analyst,,1-3 роки,,2000 - 2500
2022_H1,Product Analyst,,1-3 роки,,2000 - 2500
2022_H1,Data Analyst,,1-3 роки,,2000 - 2500
2022_H1,Business Analyst,,1-3 роки,,2000 - 2500
2022_H1,Business Analyst,,1-3 роки,,3000 - 3500
2022_H1,Business Analyst,,4-6 років,,3000 - 3500
2022_H1,Business Analyst,,10+ років,,500 - 1000
2022_H1,Business Analyst,,10+ років,,5500 - 6000
2022_H1,Business Analyst,,4-6 років,,2500 - 3000
2022_H1,Data Analyst,,4-6 років,,2000 - 2500
2022_H1,Business Analyst,,4-6 років,,2000 - 2500
2022_H1,BI Analyst,,4-6 років,,2000 - 2500
2022_H1,System Analyst,,4-6 років,,1500 - 2000
2022_H1,Data Analyst,,4-6 років,,1500 - 2000
2022_H1,Business Analyst,,10+ років,,5000 - 5500
2022_H1,Business Analyst,,4-6 років,,1500 - 2000
2022_H1,Business Analyst,,4-6 років,,1000 - 1500
2022_H1,Business Analyst,,15  і більше років,,4500 - 5000
2022_H1,System Analyst,,15  і більше років,,3500 - 4000
2022_H1,Business Analyst,,15  і більше років,,3500 - 4000
2022_H1,Data Analyst,,15  і більше років,,3000 - 3500
2022_H1,BI Analyst,,10+ років,,6000 - 6500
2022_H1,Data Analyst,,4-6 років,,1000 - 1500
2022_H1,BI Analyst,,1-3 роки,,1000 - 1500
2022_H1,Data Analyst,,4-6 років,,2500 - 3000
2022_H1,BI Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,До року,,500 - 1000
2022_H1,Business Analyst,,До року,,2000 - 2500
2022_H1,Data Analyst,,До року,,1000 - 1500
2022_H1,Business Analyst,,До року,,1000 - 1500
2022_H1,Business Analyst,,До року,,0 - 500
2022_H1,Business Analyst,,7-10 років,,6500 +
2022_H1,Data Analyst,,До року,,500 - 1000
2022_H1,Business Analyst,,7-10 років,,6000 - 6500
2022_H1,Product Analyst,,7-10 років,,5000 - 5500
2022_H1,Business Analyst,,7-10 років,,5000 - 5500
2022_H1,Business Analyst,,7-10 років,,4500 - 5000
2022_H1,Business Analyst,,7-10 років,,3500 - 4000
2022_H1,Business Analyst,,7-10 років,,3000 - 3500
2022_H1,Product Analyst,,7-10 років,,2500 - 3000
2022_H1,Business Analyst,,7-10 років,,5500 - 6000
2022_H1,Product Analyst,,4-6 років,,5000 - 5500
2022_H1,Business Analyst,,1-3 роки,,1000 - 1500
2022_H1,Business Analyst,,1-3 роки,,3000 - 3500
2022_H1,BI Analyst,,1-3 роки,,2000 - 2500
2022_H1,Business Analyst,,7-10 років,,4000 - 4500
2022_H1,Business Analyst,,4-6 років,,2000 - 2500
2022_H1,Business Analyst,,1-3 роки,,500 - 1000
2022_H1,Data Analyst,,1-3 роки,,2500 - 3000
2022_H1,Business Analyst,,1-3 роки,,2500 - 3000
2022_H1,Data Analyst,,1-3 роки,,2500 - 3000
2022_H1,Business Analyst,,1-3 роки,,2000 - 2500
2022_H1,Business Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,1-3 роки,,1000 - 1500
2022_H1,Business Analyst,,7-10 років,,3500 - 4000
2022_H1,Business Analyst,,4-6 років,,4000 - 4500
2022_H1,Business Analyst,,1-3 роки,,3500 - 4000
2022_H1,BI Analyst,,1-3 роки,,3500 - 4000
2022_H1,Data Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,1-3 роки,,1000 - 1500
2022_H1,Business Analyst,,4-6 років,,500 - 1000
2022_H1,Business Analyst,,4-6 років,,4000 - 4500
2022_H1,BI Analyst,,1-3 роки,,500 - 1000
2022_H1,Business Analyst,,1-3 роки,,4000 - 4500
2022_H1,BI Analyst,,1-3 роки,,4000 - 4500
2022_H1,Data Analyst,,1-3 роки,,3000 - 3500
2022_H1,Business Analyst,,1-3 роки,,3000 - 3500
2022_H1,Data Analyst,,1-3 роки,,2500 - 3000
2022_H1,Business Analyst,,1-3 роки,,500 - 1000
2022_H1,Business Analyst,,1-3 роки,,2500 - 3000
2022_H1,Data Analyst,,1-3 роки,,2000 - 2500
2022_H1,Business Analyst,,1-3 роки,,2000 - 2500
2022_H1,BI Analyst,,1-3 роки,,2000 - 2500
2022_H1,System Analyst,,1-3 роки,,1500 - 2000
2022_H1,Data Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,1-3 роки,,1500 - 2000
2022_H1,BI Analyst,,1-3 роки,,2500 - 3000
2022_H1,Business Analyst,,4-6 років,,4500 - 5000
2022_H1,Data Analyst,,1-3 роки,,500 - 1000
2022_H1,Product Analyst,,1-3 роки,,6000 - 6500
2022_H1,Business Analyst,,4-6 років,,3500 - 4000
2022_H1,Product Analyst,,4-6 років,,3000 - 3500
2022_H1,Business Analyst,,4-6 років,,3000 - 3500
2022_H1,System Analyst,,4-6 років,,2500 - 3000
2022_H1,Business Analyst,,4-6 років,,2500 - 3000
2022_H1,Data Analyst,,4-6 років,,2000 - 2500
2022_H1,System Analyst,,1-3 роки,,500 - 1000
2022_H1,Business Analyst,,4-6 років,,2000 - 2500
2022_H1,Data Analyst,,4-6 років,,1000 - 1500
2022_H1,Product Analyst,,4-6 років,,0 - 500
2022_H1,Business Analyst,,15  і більше років,,3000 - 3500
2022_H1,Business Analyst,,10+ років,,6000 - 6500
2022_H1,System Analyst,,10+ років,,3500 - 4000
2022_H1,Business Analyst,,10+ років,,2000 - 2500
2022_H1,Business Analyst,,4-6 років,,1500 - 2000
2022_H1,System Analyst,,1-3 роки,,1500 - 2000
2022_H1,Product Analyst,,4-6 років,,2500 - 3000
2022_H1,Data Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,4-6 років,,3500 - 4000
2022_H1,Data Analyst,,4-6 років,,2500 - 3000
2022_H1,Data Analyst,,4-6 років,,1500 - 2000
2022_H1,Business Analyst,,10+ років,,4000 - 4500
2022_H1,Business Analyst,,1-3 роки,,500 - 1000
2022_H1,BI Analyst,,1-3 роки,,3000 - 3500
2022_H1,Data Analyst,,4-6 років,,4000 - 4500
2022_H1,Data Analyst,,1-3 роки,,2500 - 3000
2022_H1,Product Analyst,,1-3 роки,,2000 - 2500
2022_H1,Business Analyst,,1-3 роки,,2000 - 2500
2022_H1,Data Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,1-3 роки,,1000 - 1500
2022_H1,Business Analyst,,1-3 роки,,0 - 500
2022_H1,Business Analyst,,1-3 роки,,2500 - 3000
2022_H1,System Analyst,,До року,,500 - 1000
2022_H1,Business Analyst,,4-6 років,,4500 - 5000
2022_H1,Business Analyst,,До року,,1000 - 1500
2022_H1,Business Analyst,,1-3 роки,,2500 - 3000
2022_H1,Product Analyst,,1-3 роки,,2000 - 2500
2022_H1,Data Analyst,,1-3 роки,,2000 - 2500
2022_H1,Business Analyst,,1-3 роки,,2000 - 2500
2022_H1,Product Analyst,,1-3 роки,,1500 - 2000
2022_H1,Data Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,7-10 років,,4500 - 5000
2022_H1,Business Analyst,,1-3 роки,,1500 - 2000
2022_H1,Product Analyst,,1-3 роки,,1000 - 1500
2022_H1,Data Analyst,,1-3 роки,,1000 - 1500
2022_H1,Business Analyst,,1-3 роки,,1000 - 1500
2022_H1,Data Analyst,,До року,,500 - 1000
2022_H1,Business Analyst,,До року,,500 - 1000
2022_H1,Data Analyst,,До року,,1000 - 1500
2022_H1,BI Analyst,,1-3 роки,,1500 - 2000
2022_H1,Data Analyst,,1-3 роки,,2500 - 3000
2022_H1,Business Analyst,,До року,,2000 - 2500
2022_H1,Business Analyst,,7-10 років,,2000 - 2500
2022_H1,Business Analyst,,4-6 років,,4500 - 5000
2022_H1,Data Analyst,,4-6 років,,3500 - 4000
2022_H1,Business Analyst,,4-6 років,,2000 - 2500
2022_H1,Business Analyst,,1-3 роки,,3500 - 4000
2022_H1,Business Analyst,,1-3 роки,,3000 - 3500
2022_H1,BI Analyst,,1-3 роки,,3000 - 3500
2022_H1,Business Analyst,,4-6 років,,6000 - 6500
2022_H1,Data Analyst,,1-3 роки,,2500 - 3000
2022_H1,System Analyst,,1-3 роки,,2000 - 2500
2022_H1,Business Analyst,,1-3 роки,,2000 - 2500
2022_H1,System Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,1-3 роки,,1000 - 1500
2022_H1,Product Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,1-3 роки,,2500 - 3000
2022_H1,Business Analyst,,7-10 років,,4500 - 5000
2022_H1,Business Analyst,,7-10 років,,5000 - 5500
2022_H1,Business Analyst,,До року,,2000 - 2500
2022_H1,Business Analyst,,4-6 років,,4500 - 5000
2022_H1,Business Analyst,,4-6 років,,4000 - 4500
2022_H1,Product Analyst,,4-6 років,,3000 - 3500
2022_H1,Business Analyst,,4-6 років,,3000 - 3500
2022_H1,Business Analyst,,4-6 років,,2500 - 3000
2022_H1,Business Analyst,,4-6 років,,2000 - 2500
2022_H1,BI Analyst,,До року,,1000 - 1500
2022_H1,Business Analyst,,4-6 років,,1500 - 2000
2022_H1,BI Analyst,,4-6 років,,1000 - 1500
2022_H1,Data Analyst,,1-3 роки,,500 - 1000
2022_H1,Business Analyst,,1-3 роки,,500 - 1000
2022_H1,Business Analyst,,1-3 роки,,2000 - 2500
2022_H1,Business Analyst,,1-3 роки,,1000 - 1500
2022_H1,Product Analyst,,До року,,500 - 1000
2022_H1,Product Analyst,,4-6 років,,1000 - 1500
2022_H1,Product Analyst,,1-3 роки,,2500 - 3000
2022_H1,Business Analyst,,7-10 років,,3000 - 3500
2022_H1,Product Analyst,,1-3 роки,,3000 - 3500
2022_H1,Business Analyst,,До року,,0 - 500
2022_H1,Business Analyst,,7-10 років,,6000 - 6500
2022_H1,Business Analyst,,7-10 років,,5000 - 5500
2022_H1,Business Analyst,,7-10 років,,500 - 1000
2022_H1,Business Analyst,,7-10 років,,4500 - 5000
2022_H1,Data Analyst,,7-10 років,,4000 - 4500
2022_H1,Business Analyst,,До року,,1000 - 1500
2022_H1,Business Analyst,,7-10 років,,4000 - 4500
2022_H1,Business Analyst,,7-10 років,,3000 - 3500
2022_H1,Product Analyst,,7-10 років,,2500 - 3000
2022_H1,Business Analyst,,7-10 років,,2500 - 3000
2022_H1,BI Analyst,,7-10 років,,1500 - 2000
2022_H1,System Analyst,,7-10 років,,1000 - 1500
2022_H1,Data Analyst,,7-10 років,,1000 - 1500
2022_H1,Business Analyst,,7-10 років,,3500 - 4000
2022_H1,Business Analyst,,7-10 років,,0 - 500
2022_H1,Data Analyst,,До року,,1000 - 1500
2022_H1,Data Analyst,,До року,,1500 - 2000
2022_H1,Business Analyst,,1-3 роки,,1500 - 2000
2022_H1,Business Analyst,,1-3 роки,,3000 - 3500
2022_H1,BI Analyst,,1-3 роки,,1500 - 2000
2022_H1,System Analyst,,1-3 роки,,1000 - 1500
2022_H1,Product Analyst,,1-3 роки,,1000 - 1500
